"Geslacht";"Positie in de werkkring";"Persoonskenmerken";"Thuiswerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2022";"     786"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2023";"     800"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2021";"     275"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2022";"     205"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2023";"     162"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2021";"     489"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2022";"     581"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2023";"     639"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2021";"     419"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2022";"     434"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2023";"     438"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Totaal";"2021";"    1381"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Totaal";"2022";"    1364"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Totaal";"2023";"    1347"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2021";"     828"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2022";"     838"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2023";"     805"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2021";"     278"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2022";"     206"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2023";"     162"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2021";"     550"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2022";"     632"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2023";"     642"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2021";"     553"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2022";"     527"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2023";"     543"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Totaal";"2021";"    1193"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Totaal";"2022";"    1226"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Totaal";"2023";"    1274"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2021";"     634"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2022";"     651"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2023";"     656"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2021";"     200"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2022";"     163"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2023";"     139"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2021";"     434"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2022";"     488"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2023";"     517"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2021";"     559"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2022";"     575"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2023";"     618"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Totaal";"2021";"      87"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Totaal";"2022";"      96"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Totaal";"2023";"     128"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2021";"      41"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2022";"      42"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2023";"      57"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2021";"      15"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2022";"      14"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2023";"      17"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2021";"      26"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2022";"      28"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2023";"      41"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2021";"      46"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2022";"      54"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2023";"      70"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Totaal";"2021";"     827"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Totaal";"2022";"     792"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Totaal";"2023";"     837"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2021";"     172"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2022";"     159"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2023";"     171"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2021";"      57"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2022";"      44"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2023";"      42"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2021";"     115"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2022";"     116"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2023";"     129"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2021";"     655"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2022";"     633"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2023";"     665"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2021";"    2060"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2022";"    2031"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2023";"    2074"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2021";"     897"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2022";"     836"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2023";"     846"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2021";"     258"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2022";"     184"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2023";"     165"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2021";"     639"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2022";"     653"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2023";"     681"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2021";"    1163"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2022";"    1195"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2023";"    1229"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Totaal";"2021";"    2314"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Totaal";"2022";"    2469"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Totaal";"2023";"    2484"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2021";"    1933"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2022";"    2037"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2023";"    2030"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2021";"     724"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2022";"     550"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2023";"     416"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2021";"    1209"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2022";"    1487"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2023";"    1614"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2021";"     381"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2022";"     432"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2023";"     454"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2021";"      29"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2022";"      26"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2023";"      21"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2021";"       9"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2022";"       6"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2023";"       4"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2021";"       3"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2023";"       1"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2021";"       6"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2023";"       3"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2021";"      20"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2022";"      20"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2023";"      17"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Totaal";"2021";"    2252"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Totaal";"2022";"    2262"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Totaal";"2023";"    2309"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2021";"    1095"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2022";"    1101"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2023";"    1107"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2021";"     336"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2022";"     243"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2023";"     187"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2021";"     758"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2022";"     858"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2023";"     920"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2021";"    1158"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2022";"    1161"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2023";"    1202"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Totaal";"2021";"     130"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Totaal";"2022";"     112"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Totaal";"2023";"     109"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal of soms thuiswerken";"2021";"      28"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal of soms thuiswerken";"2022";"      23"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal of soms thuiswerken";"2023";"      24"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal thuiswerken";"2021";"      13"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal thuiswerken";"2022";"       9"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Meestal thuiswerken";"2023";"       7"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Soms thuiswerken";"2021";"      15"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Soms thuiswerken";"2022";"      14"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Soms thuiswerken";"2023";"      16"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Niet thuiswerken";"2021";"     103"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Arbeidsduur: minder dan 12 uur per week";"Niet thuiswerken";"2022";"      90"
