Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;Ritten per persoon per dag (gemiddeld) (aantal);Afgelegde afstand per rit (gemiddeld) (km);Reisduur per rit (Minuten)
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2022*;    0.21;   17.67;   23.98
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (bestuurder);Overige reismotieven;Waarde;2023*;    0.22;   17.94;   24.23
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;1999*;    0.39;   21.76;   31.19
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2003*;    0.36;   22.27;   31.06
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2007*;    0.32;   22.58;   31.16
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2011*;    0.28;   23.28;   31.26
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2015*;    0.27;   23.50;   31.10
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2019*;    0.25;   24.30;   31.29
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2020*;    0.18;   20.94;   29.21
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2021*;    0.20;   23.04;   31.56
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2022*;    0.22;   22.87;   31.16
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Totaal;Waarde;2023*;    0.24;   23.05;   30.79
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Van en naar het werk;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;1999*;    0.10;    9.93;   19.42
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2003*;    0.10;   10.52;   19.45
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2007*;    0.09;   10.85;   19.53
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2011*;    0.07;   11.11;   19.62
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2015*;    0.07;   10.97;   19.63
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2019*;    0.06;   11.71;   19.70
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2020*;    0.05;    9.30;   17.15
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2021*;    0.05;   10.09;   18.22
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2022*;    0.06;   10.88;   18.98
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Winkelen, boodschappen doen;Waarde;2023*;    0.06;   11.41;   19.51
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;1999*;    0.21;   25.88;   37.29
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2003*;    0.19;   27.14;   37.51
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2007*;    0.17;   28.57;   37.91
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2011*;    0.14;   29.60;   38.14
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2015*;    0.14;   30.65;   38.29
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2019*;    0.13;   31.43;   38.33
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2020*;    0.09;   28.19;   38.06
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2021*;    0.10;   31.01;   41.09
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2022*;    0.11;   29.82;   38.94
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Vrije tijd;Waarde;2023*;    0.12;   30.02;   37.99
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;1999*;    0.06;   29.28;   30.94
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2003*;    0.05;   27.67;   30.30
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2007*;    0.05;   23.59;   29.55
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2011*;    0.04;   23.65;   29.30
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2015*;    0.04;   22.84;   29.03
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2019*;    0.04;   23.08;   29.12
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2020*;    0.03;   21.71;   26.81
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2021*;    0.03;   22.12;   27.72
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2022*;    0.04;   21.33;   28.04
Totaal mannen en vrouwen;60 tot 65 jaar;Auto (passagier);Overige reismotieven;Waarde;2023*;    0.04;   21.49;   28.14
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;1999*;    0.04;   65.16;   64.26
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2003*;    0.04;   61.16;   61.00
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2007*;    0.04;   58.41;   59.12
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2011*;    0.04;   56.54;   57.58
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2015*;    0.05;   55.36;   56.56
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2019*;    0.05;   54.10;   55.81
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2020*;    0.02;   51.03;   53.61
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2022*;    0.03;   54.08;   57.18
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Totaal;Waarde;2023*;    0.04;   54.26;   57.09
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2019*;    0.02;   41.69;   44.14
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Van en naar het werk;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Winkelen, boodschappen doen;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;1999*;    0.02;   78.18;   78.79
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Vrije tijd;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Trein;Overige reismotieven;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;1999*;    0.10;   11.47;   28.77
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2003*;    0.09;   10.72;   28.18
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2007*;    0.08;    9.50;   27.78
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2011*;    0.07;    9.14;   27.51
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2015*;    0.07;    8.63;   27.10
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2019*;    0.07;    8.16;   26.87
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2020*;    0.03;    7.73;   26.32
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2021*;    0.03;    8.47;   28.89
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2022*;    0.04;    8.46;   28.48
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Totaal;Waarde;2023*;    0.05;    8.31;   28.06
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2019*;    0.03;    8.98;   25.79
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;1999*;    0.03;    9.42;   26.23
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;1999*;    0.03;   13.04;   33.00
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2019*;    0.02;    8.28;   29.69
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Vrije tijd;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;1999*;    0.72;    4.20;   24.44
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2003*;    0.73;    4.26;   24.25
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2007*;    0.70;    4.34;   24.11
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2011*;    0.72;    4.36;   23.79
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2015*;    0.73;    4.47;   23.89
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2019*;    0.73;    4.54;   23.71
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2020*;    0.60;    4.97;   26.03
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2021*;    0.61;    4.98;   26.32
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2022*;    0.71;    4.68;   24.34
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Totaal;Waarde;2023*;    0.71;    4.56;   23.57
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;1999*;    0.06;    3.34;   17.43
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2003*;    0.08;    3.49;   17.49
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2007*;    0.10;    3.72;   18.06
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2011*;    0.13;    3.92;   18.23
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2015*;    0.15;    4.15;   18.47
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2019*;    0.18;    4.40;   18.80
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2020*;    0.13;    4.43;   19.09
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2021*;    0.13;    4.49;   19.39
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2022*;    0.15;    4.61;   19.55
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Van en naar het werk;Waarde;2023*;    0.16;    4.68;   19.57
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;1999*;    0.30;    2.08;   13.49
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2003*;    0.29;    2.11;   13.12
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2007*;    0.26;    2.13;   12.83
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2011*;    0.25;    2.16;   12.69
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2015*;    0.25;    2.16;   12.37
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2019*;    0.23;    2.17;   12.17
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2020*;    0.21;    2.08;   11.60
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2021*;    0.21;    2.10;   11.94
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2022*;    0.24;    2.15;   11.94
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2023*;    0.23;    2.18;   12.09
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
